Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
910715,220,8/29/2015 7:44,Harry Bridges Plaza (Ferry Building),50,8/29/2015 7:48,Davis at Jackson,42,313,Customer,90046
910713,4323,8/29/2015 7:26,Embarcadero at Vallejo,48,8/29/2015 8:38,Embarcadero at Vallejo,48,355,Customer,
910712,589,8/29/2015 7:16,Embarcadero at Bryant,54,8/29/2015 7:26,Embarcadero at Sansome,60,382,Subscriber,94107
910711,537,8/29/2015 6:48,Post at Kearny,47,8/29/2015 6:57,Harry Bridges Plaza (Ferry Building),50,189,Customer,
910710,1029,8/29/2015 6:38,Davis at Jackson,42,8/29/2015 6:55,Harry Bridges Plaza (Ferry Building),50,260,Customer,90046
910709,829,8/29/2015 5:59,Castro Street and El Camino Real,32,8/29/2015 6:13,San Antonio Shopping Center,31,194,Subscriber,95032
910707,499,8/29/2015 2:10,Market at 4th,76,8/29/2015 2:18,Market at 10th,67,449,Subscriber,94103
910706,5192,8/29/2015 1:45,Grant Avenue at Columbus Avenue,73,8/29/2015 3:12,Embarcadero at Sansome,60,318,Customer,nil
910705,1455,8/29/2015 1:43,University and Emerson,35,8/29/2015 2:07,California Ave Caltrain Station,36,110,Customer,55
910704,5442,8/29/2015 1:41,Grant Avenue at Columbus Avenue,73,8/29/2015 3:12,Embarcadero at Sansome,60,528,Customer,96151
910703,5678,8/29/2015 1:38,Grant Avenue at Columbus Avenue,73,8/29/2015 3:12,Embarcadero at Sansome,60,533,Customer,95383
910702,940,8/29/2015 1:22,Spear at Folsom,49,8/29/2015 1:38,Powell at Post (Union Square),71,329,Subscriber,94102
910701,286,8/29/2015 1:17,Market at 4th,76,8/29/2015 1:21,Civic Center BART (7th at Market),72,413,Subscriber,94107
910700,749,8/29/2015 0:59,South Van Ness at Market,66,8/29/2015 1:11,Grant Avenue at Columbus Avenue,73,617,Subscriber,94133
910699,400,8/29/2015 0:19,San Francisco Caltrain 2 (330 Townsend),69,8/29/2015 0:26,2nd at Folsom,62,320,Subscriber,94107
910697,619,8/29/2015 0:11,2nd at Folsom,62,8/29/2015 0:21,Broadway St at Battery St,82,581,Subscriber,94133
910696,420,8/29/2015 0:09,Clay at Battery,41,8/29/2015 0:16,Grant Avenue at Columbus Avenue,73,618,Subscriber,94133
910695,240,8/28/2015 23:55,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 23:59,2nd at Townsend,61,540,Subscriber,94107
910694,476,8/28/2015 23:40,Grant Avenue at Columbus Avenue,73,8/28/2015 23:47,Market at Sansome,77,489,Subscriber,94610
910693,418,8/28/2015 23:23,Townsend at 7th,65,8/28/2015 23:30,2nd at Townsend,61,434,Subscriber,94107
910692,809,8/28/2015 23:14,2nd at Townsend,61,8/28/2015 23:27,Powell at Post (Union Square),71,497,Subscriber,94109
910691,298,8/28/2015 23:09,Embarcadero at Bryant,54,8/28/2015 23:14,Steuart at Market,74,370,Subscriber,94114
910690,2072,8/28/2015 22:56,Harry Bridges Plaza (Ferry Building),50,8/28/2015 23:31,Embarcadero at Sansome,60,451,Customer,94704
910689,292,8/28/2015 22:50,Paseo de San Antonio,7,8/28/2015 22:55,SJSU - San Salvador at 9th,16,679,Subscriber,95112
910688,596,8/28/2015 22:46,Temporary Transbay Terminal (Howard at Beale),55,8/28/2015 22:56,Embarcadero at Sansome,60,567,Customer,94123
910687,427,8/28/2015 22:45,Embarcadero at Folsom,51,8/28/2015 22:52,Davis at Jackson,42,630,Customer,90046
910686,437,8/28/2015 22:34,2nd at Townsend,61,8/28/2015 22:42,Temporary Transbay Terminal (Howard at Beale),55,493,Customer,94123
910685,1166,8/28/2015 22:27,Embarcadero at Sansome,60,8/28/2015 22:47,2nd at Townsend,61,356,Subscriber,94107
910682,123,8/28/2015 22:19,Beale at Market,56,8/28/2015 22:21,Temporary Transbay Terminal (Howard at Beale),55,584,Subscriber,94130
910681,591,8/28/2015 22:05,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 22:15,Powell Street BART,39,309,Subscriber,2780
910680,262,8/28/2015 22:00,Steuart at Market,74,8/28/2015 22:05,Spear at Folsom,49,432,Subscriber,94111
910678,302,8/28/2015 21:47,Post at Kearny,47,8/28/2015 21:52,2nd at South Park,64,312,Subscriber,94107
910677,6876,8/28/2015 21:42,Embarcadero at Bryant,54,8/28/2015 23:36,Embarcadero at Bryant,54,619,Customer,95035
910676,6920,8/28/2015 21:41,Embarcadero at Bryant,54,8/28/2015 23:36,Embarcadero at Bryant,54,598,Customer,95035
910675,1531,8/28/2015 21:39,Arena Green / SAP Center,14,8/28/2015 22:04,Santa Clara at Almaden,4,308,Subscriber,95113
910674,327,8/28/2015 21:33,5th at Howard,57,8/28/2015 21:38,San Francisco Caltrain 2 (330 Townsend),69,416,Customer,94306
910673,1384,8/28/2015 21:29,Embarcadero at Sansome,60,8/28/2015 21:53,San Francisco Caltrain (Townsend at 4th),70,342,Subscriber,94107
910672,198,8/28/2015 21:27,San Francisco Caltrain 2 (330 Townsend),69,8/28/2015 21:31,Townsend at 7th,65,434,Subscriber,94107
910670,655,8/28/2015 21:18,2nd at Townsend,61,8/28/2015 21:29,Embarcadero at Sansome,60,342,Subscriber,94107
910669,426,8/28/2015 21:18,Paseo de San Antonio,7,8/28/2015 21:25,Adobe on Almaden,5,714,Subscriber,94709
910667,465,8/28/2015 21:17,Palo Alto Caltrain Station,34,8/28/2015 21:24,Cowper at University,37,707,Subscriber,94131
910666,55805,8/28/2015 21:16,Broadway St at Battery St,82,8/29/2015 12:46,Steuart at Market,74,212,Subscriber,94111
910665,278,8/28/2015 21:04,Post at Kearny,47,8/28/2015 21:08,5th at Howard,57,416,Subscriber,94107
910657,614,8/28/2015 20:54,Harry Bridges Plaza (Ferry Building),50,8/28/2015 21:04,2nd at Townsend,61,495,Subscriber,94107
910652,779,8/28/2015 20:52,San Francisco Caltrain 2 (330 Townsend),69,8/28/2015 21:05,Golden Gate at Polk,59,559,Subscriber,94107
910651,641,8/28/2015 20:40,2nd at Townsend,61,8/28/2015 20:51,Market at 4th,76,659,Subscriber,94401
910650,1075,8/28/2015 20:37,Market at Sansome,77,8/28/2015 20:54,San Francisco Caltrain (Townsend at 4th),70,309,Subscriber,94401
910649,518,8/28/2015 20:36,Market at Sansome,77,8/28/2015 20:45,Embarcadero at Sansome,60,283,Subscriber,94111
910648,279,8/28/2015 20:36,Paseo de San Antonio,7,8/28/2015 20:41,Santa Clara at Almaden,4,205,Subscriber,95110
910647,305,8/28/2015 20:36,Market at Sansome,77,8/28/2015 20:41,Powell Street BART,39,625,Subscriber,94133
910646,138,8/28/2015 20:35,Townsend at 7th,65,8/28/2015 20:38,Townsend at 7th,65,450,Subscriber,94107
910645,331,8/28/2015 20:35,2nd at Townsend,61,8/28/2015 20:40,San Francisco Caltrain (Townsend at 4th),70,535,Subscriber,94107
910644,620,8/28/2015 20:34,Powell at Post (Union Square),71,8/28/2015 20:44,Spear at Folsom,49,548,Subscriber,94102
910643,1147,8/28/2015 20:33,2nd at Townsend,61,8/28/2015 20:52,Market at Sansome,77,579,Customer,11219
910642,276,8/28/2015 20:30,2nd at South Park,64,8/28/2015 20:35,San Francisco Caltrain (Townsend at 4th),70,592,Subscriber,94303
910639,143,8/28/2015 20:27,Spear at Folsom,49,8/28/2015 20:30,Temporary Transbay Terminal (Howard at Beale),55,344,Subscriber,94105
910638,1176,8/28/2015 20:26,Embarcadero at Sansome,60,8/28/2015 20:46,Market at 10th,67,404,Customer,94116
910635,1212,8/28/2015 20:25,Embarcadero at Sansome,60,8/28/2015 20:45,Market at 10th,67,415,Customer,94619
910634,420,8/28/2015 20:25,Powell Street BART,39,8/28/2015 20:32,Market at 10th,67,456,Subscriber,94158
910633,431,8/28/2015 20:24,Powell Street BART,39,8/28/2015 20:32,Market at 10th,67,601,Subscriber,94158
910632,1507,8/28/2015 20:20,University and Emerson,35,8/28/2015 20:45,San Antonio Shopping Center,31,149,Subscriber,94301
910631,891,8/28/2015 20:18,Washington at Kearny,46,8/28/2015 20:33,2nd at Townsend,61,267,Subscriber,94107
910629,805,8/28/2015 20:04,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 20:17,Grant Avenue at Columbus Avenue,73,528,Subscriber,94133
910628,983,8/28/2015 20:01,Powell Street BART,39,8/28/2015 20:18,Broadway St at Battery St,82,327,Subscriber,94133
910627,881,8/28/2015 19:56,Washington at Kearny,46,8/28/2015 20:11,Embarcadero at Sansome,60,613,Subscriber,94112
910620,258,8/28/2015 19:42,Grant Avenue at Columbus Avenue,73,8/28/2015 19:46,Commercial at Montgomery,45,541,Subscriber,94111
910619,410,8/28/2015 19:39,Civic Center BART (7th at Market),72,8/28/2015 19:46,Post at Kearny,47,416,Subscriber,94107
910618,346,8/28/2015 19:39,San Jose Diridon Caltrain Station,2,8/28/2015 19:44,Santa Clara at Almaden,4,117,Subscriber,95110
910615,263,8/28/2015 19:35,Commercial at Montgomery,45,8/28/2015 19:40,Yerba Buena Center of the Arts (3rd @ Howard),68,426,Subscriber,94107
910611,539,8/28/2015 19:30,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 19:39,Embarcadero at Bryant,54,373,Subscriber,94105
910610,548,8/28/2015 19:29,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 19:39,Market at 4th,76,413,Subscriber,95054
910609,184,8/28/2015 19:29,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 19:32,2nd at Townsend,61,546,Subscriber,94107
910608,480,8/28/2015 19:26,Powell Street BART,39,8/28/2015 19:34,Market at 10th,67,578,Subscriber,94306
910607,1667,8/28/2015 19:24,South Van Ness at Market,66,8/28/2015 19:52,Washington at Kearny,46,613,Subscriber,94112
910606,543,8/28/2015 19:22,Steuart at Market,74,8/28/2015 19:31,Washington at Kearny,46,267,Subscriber,94107
910605,716,8/28/2015 19:22,Embarcadero at Bryant,54,8/28/2015 19:34,Embarcadero at Bryant,54,628,Subscriber,94105
910604,442,8/28/2015 19:21,Market at 4th,76,8/28/2015 19:28,Davis at Jackson,42,269,Customer,94111
910603,233,8/28/2015 19:17,Embarcadero at Vallejo,48,8/28/2015 19:21,Steuart at Market,74,432,Subscriber,94610
910602,1357,8/28/2015 19:17,Embarcadero at Folsom,51,8/28/2015 19:39,2nd at Townsend,61,493,Customer,11219
910601,200,8/28/2015 19:14,5th at Howard,57,8/28/2015 19:17,Yerba Buena Center of the Arts (3rd @ Howard),68,399,Subscriber,94133
910600,663,8/28/2015 19:12,Market at 4th,76,8/28/2015 19:23,2nd at Townsend,61,531,Subscriber,94107
910599,844,8/28/2015 19:11,South Van Ness at Market,66,8/28/2015 19:25,Temporary Transbay Terminal (Howard at Beale),55,567,Subscriber,94611
910594,477,8/28/2015 19:09,Howard at 2nd,63,8/28/2015 19:17,San Francisco Caltrain (Townsend at 4th),70,540,Subscriber,94404
910593,283,8/28/2015 19:09,Ryland Park,84,8/28/2015 19:13,Santa Clara at Almaden,4,165,Subscriber,95110
910589,398,8/28/2015 19:08,Golden Gate at Polk,59,8/28/2015 19:14,Market at 4th,76,269,Subscriber,94306
910588,897,8/28/2015 19:07,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 19:22,Embarcadero at Bryant,54,628,Subscriber,94105
910587,355,8/28/2015 19:06,Harry Bridges Plaza (Ferry Building),50,8/28/2015 19:12,Embarcadero at Bryant,54,370,Subscriber,94105
910586,878,8/28/2015 19:06,Market at 4th,76,8/28/2015 19:20,San Francisco Caltrain (Townsend at 4th),70,514,Customer,nil
910585,540,8/28/2015 19:06,Embarcadero at Sansome,60,8/28/2015 19:15,Beale at Market,56,351,Customer,43302
910584,658,8/28/2015 19:05,South Van Ness at Market,66,8/28/2015 19:16,Market at Sansome,77,502,Subscriber,94103
910583,816,8/28/2015 19:05,Embarcadero at Vallejo,48,8/28/2015 19:19,San Francisco Caltrain (Townsend at 4th),70,491,Subscriber,94403
910582,808,8/28/2015 19:03,Temporary Transbay Terminal (Howard at Beale),55,8/28/2015 19:17,San Francisco Caltrain 2 (330 Townsend),69,877,Subscriber,94030
910581,336,8/28/2015 19:03,Mountain View Caltrain Station,28,8/28/2015 19:09,Evelyn Park and Ride,30,192,Subscriber,94041
910580,918,8/28/2015 19:00,Embarcadero at Folsom,51,8/28/2015 19:16,San Francisco Caltrain (Townsend at 4th),70,546,Subscriber,94133
910579,497,8/28/2015 19:00,Spear at Folsom,49,8/28/2015 19:08,Davis at Jackson,42,553,Subscriber,94111
910578,903,8/28/2015 18:57,Spear at Folsom,49,8/28/2015 19:13,Powell at Post (Union Square),71,548,Subscriber,94102
910577,705,8/28/2015 18:57,Santa Clara County Civic Center,80,8/28/2015 19:09,San Pedro Square,6,250,Subscriber,95110
910576,356,8/28/2015 18:57,Davis at Jackson,42,8/28/2015 19:03,Embarcadero at Sansome,60,361,Subscriber,94133
910575,250,8/28/2015 18:57,Spear at Folsom,49,8/28/2015 19:01,Steuart at Market,74,372,Subscriber,94105
910574,237,8/28/2015 18:57,San Francisco Caltrain 2 (330 Townsend),69,8/28/2015 19:01,Townsend at 7th,65,677,Subscriber,94107
910573,1173,8/28/2015 18:56,Embarcadero at Sansome,60,8/28/2015 19:16,Embarcadero at Folsom,51,493,Customer,11219
910572,679,8/28/2015 18:56,San Francisco Caltrain 2 (330 Townsend),69,8/28/2015 19:07,Market at 10th,67,609,Subscriber,94103
910571,396,8/28/2015 18:56,2nd at Townsend,61,8/28/2015 19:02,Harry Bridges Plaza (Ferry Building),50,495,Subscriber,94591
910570,558,8/28/2015 18:55,Grant Avenue at Columbus Avenue,73,8/28/2015 19:04,Steuart at Market,74,558,Customer,94112
910569,286,8/28/2015 18:54,Market at Sansome,77,8/28/2015 18:59,Harry Bridges Plaza (Ferry Building),50,568,Subscriber,94947
910568,474,8/28/2015 18:53,Market at 4th,76,8/28/2015 19:01,Spear at Folsom,49,329,Subscriber,94105
910567,1809,8/28/2015 18:52,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 19:23,South Van Ness at Market,66,613,Subscriber,94112
910566,1078,8/28/2015 18:51,Townsend at 7th,65,8/28/2015 19:09,Temporary Transbay Terminal (Howard at Beale),55,439,Subscriber,94806
910564,469,8/28/2015 18:49,Howard at 2nd,63,8/28/2015 18:57,San Francisco Caltrain 2 (330 Townsend),69,320,Subscriber,94107
910563,287,8/28/2015 18:49,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 18:54,2nd at Townsend,61,495,Subscriber,94107
910562,348,8/28/2015 18:48,Howard at 2nd,63,8/28/2015 18:54,San Francisco Caltrain (Townsend at 4th),70,500,Subscriber,94066
910561,305,8/28/2015 18:48,Broadway St at Battery St,82,8/28/2015 18:53,Mechanics Plaza (Market at Battery),75,383,Subscriber,94111
910560,586,8/28/2015 18:45,Beale at Market,56,8/28/2015 18:55,Civic Center BART (7th at Market),72,284,Subscriber,94107
910559,523,8/28/2015 18:45,San Jose Diridon Caltrain Station,2,8/28/2015 18:53,San Jose Civic Center,3,304,Subscriber,95136
910558,567,8/28/2015 18:42,2nd at South Park,64,8/28/2015 18:51,Steuart at Market,74,33,Subscriber,94607
910557,662,8/28/2015 18:41,5th at Howard,57,8/28/2015 18:52,San Francisco Caltrain (Townsend at 4th),70,613,Subscriber,94112
910556,475,8/28/2015 18:41,Civic Center BART (7th at Market),72,8/28/2015 18:48,Powell Street BART,39,336,Subscriber,94133
910555,479,8/28/2015 18:41,2nd at Townsend,61,8/28/2015 18:49,Steuart at Market,74,575,Subscriber,94612
910554,1484,8/28/2015 18:40,Embarcadero at Sansome,60,8/28/2015 19:05,Embarcadero at Sansome,60,351,Customer,43302
910553,541,8/28/2015 18:40,Market at 10th,67,8/28/2015 18:49,San Francisco Caltrain 2 (330 Townsend),69,591,Subscriber,94065
910552,685,8/28/2015 18:40,5th at Howard,57,8/28/2015 18:51,Golden Gate at Polk,59,306,Subscriber,94117
910551,129,8/28/2015 18:40,2nd at Folsom,62,8/28/2015 18:42,Market at Sansome,77,568,Subscriber,94587
910550,415,8/28/2015 18:40,Post at Kearny,47,8/28/2015 18:47,Grant Avenue at Columbus Avenue,73,533,Subscriber,94111
910549,988,8/28/2015 18:39,2nd at Townsend,61,8/28/2015 18:56,Clay at Battery,41,618,Subscriber,94133
910548,819,8/28/2015 18:38,Market at Sansome,77,8/28/2015 18:51,Market at 10th,67,510,Subscriber,94103
910547,235,8/28/2015 18:38,San Francisco Caltrain 2 (330 Townsend),69,8/28/2015 18:42,Townsend at 7th,65,439,Subscriber,94103
910546,277,8/28/2015 18:37,San Francisco Caltrain 2 (330 Townsend),69,8/28/2015 18:42,2nd at South Park,64,33,Subscriber,94107
910545,196,8/28/2015 18:37,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 18:40,2nd at Townsend,61,342,Subscriber,94107
910544,862,8/28/2015 18:36,Harry Bridges Plaza (Ferry Building),50,8/28/2015 18:51,San Francisco Caltrain 2 (330 Townsend),69,677,Subscriber,94403
910543,292,8/28/2015 18:35,Embarcadero at Vallejo,48,8/28/2015 18:40,Embarcadero at Folsom,51,546,Subscriber,94124
910542,684,8/28/2015 18:33,Harry Bridges Plaza (Ferry Building),50,8/28/2015 18:45,San Francisco Caltrain (Townsend at 4th),70,134,Subscriber,94111
910540,441,8/28/2015 18:32,5th at Howard,57,8/28/2015 18:39,San Francisco Caltrain 2 (330 Townsend),69,516,Subscriber,94107-3471
910539,237,8/28/2015 18:30,Evelyn Park and Ride,30,8/28/2015 18:34,Mountain View Caltrain Station,28,233,Subscriber,94133
910538,418,8/28/2015 18:29,2nd at Townsend,61,8/28/2015 18:36,Townsend at 7th,65,450,Subscriber,94903
910536,833,8/28/2015 18:27,Steuart at Market,74,8/28/2015 18:41,5th at Howard,57,613,Subscriber,94112
910535,625,8/28/2015 18:27,University and Emerson,35,8/28/2015 18:38,California Ave Caltrain Station,36,716,Subscriber,94303
910534,555,8/28/2015 18:26,Embarcadero at Vallejo,48,8/28/2015 18:36,2nd at Townsend,61,391,Subscriber,94107
910533,876,8/28/2015 18:25,San Jose Diridon Caltrain Station,2,8/28/2015 18:40,SJSU - San Salvador at 9th,16,208,Subscriber,95112
910530,746,8/28/2015 18:24,San Jose Diridon Caltrain Station,2,8/28/2015 18:37,Japantown,9,64,Subscriber,94111
910528,663,8/28/2015 18:24,San Jose Diridon Caltrain Station,2,8/28/2015 18:35,Ryland Park,84,165,Subscriber,94040
910527,351,8/28/2015 18:24,San Jose Diridon Caltrain Station,2,8/28/2015 18:30,Santa Clara at Almaden,4,32,Subscriber,95110
910523,425,8/28/2015 18:22,Grant Avenue at Columbus Avenue,73,8/28/2015 18:29,Market at 4th,76,514,Subscriber,94133
910520,780,8/28/2015 18:21,Market at 10th,67,8/28/2015 18:34,San Francisco Caltrain 2 (330 Townsend),69,574,Subscriber,94306
910519,1599,8/28/2015 18:20,Clay at Battery,41,8/28/2015 18:47,San Francisco Caltrain 2 (330 Townsend),69,559,Customer,nil
910518,882,8/28/2015 18:20,San Francisco Caltrain 2 (330 Townsend),69,8/28/2015 18:35,Golden Gate at Polk,59,321,Subscriber,94109
910515,147,8/28/2015 18:20,Yerba Buena Center of the Arts (3rd @ Howard),68,8/28/2015 18:22,5th at Howard,57,516,Subscriber,94107
910514,574,8/28/2015 18:19,Steuart at Market,74,8/28/2015 18:29,San Francisco Caltrain (Townsend at 4th),70,622,Subscriber,94025
910513,480,8/28/2015 18:19,Temporary Transbay Terminal (Howard at Beale),55,8/28/2015 18:27,San Francisco Caltrain (Townsend at 4th),70,455,Subscriber,94062
910512,905,8/28/2015 18:19,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 18:34,Embarcadero at Sansome,60,477,Subscriber,94111
910511,854,8/28/2015 18:19,Davis at Jackson,42,8/28/2015 18:33,Market at 4th,76,329,Customer,94111
910508,1715,8/28/2015 18:18,Clay at Battery,41,8/28/2015 18:46,2nd at South Park,64,409,Subscriber,94103
910507,334,8/28/2015 18:18,Market at 4th,76,8/28/2015 18:23,Temporary Transbay Terminal (Howard at Beale),55,877,Subscriber,94501
910504,526,8/28/2015 18:17,2nd at Folsom,62,8/28/2015 18:26,San Francisco Caltrain (Townsend at 4th),70,431,Subscriber,94105
910503,375,8/28/2015 18:17,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 18:23,Embarcadero at Bryant,54,635,Subscriber,94105
910502,538,8/28/2015 18:17,Davis at Jackson,42,8/28/2015 18:26,Embarcadero at Bryant,54,619,Customer,90046
910499,319,8/28/2015 18:16,2nd at South Park,64,8/28/2015 18:21,Market at Sansome,77,524,Subscriber,94607
910498,328,8/28/2015 18:15,Howard at 2nd,63,8/28/2015 18:21,2nd at Townsend,61,603,Subscriber,94105
910495,7542,8/28/2015 18:14,Market at Sansome,77,8/28/2015 20:20,Embarcadero at Sansome,60,317,Customer,94619
910494,192,8/28/2015 18:14,2nd at Folsom,62,8/28/2015 18:17,Market at Sansome,77,283,Subscriber,94117
910493,292,8/28/2015 18:13,Embarcadero at Sansome,60,8/28/2015 18:18,Steuart at Market,74,352,Subscriber,94549
910492,7674,8/28/2015 18:12,Mechanics Plaza (Market at Battery),75,8/28/2015 20:20,Embarcadero at Sansome,60,66,Customer,94116
910491,618,8/28/2015 18:12,Steuart at Market,74,8/28/2015 18:23,San Francisco Caltrain (Townsend at 4th),70,413,Subscriber,94025
910490,774,8/28/2015 18:12,Broadway St at Battery St,82,8/28/2015 18:25,San Francisco Caltrain (Townsend at 4th),70,560,Subscriber,95129
910489,636,8/28/2015 18:12,Embarcadero at Sansome,60,8/28/2015 18:22,Temporary Transbay Terminal (Howard at Beale),55,555,Subscriber,94602
910488,1576,8/28/2015 18:11,Grant Avenue at Columbus Avenue,73,8/28/2015 18:38,Embarcadero at Sansome,60,351,Customer,43302
910487,374,8/28/2015 18:09,Steuart at Market,74,8/28/2015 18:15,Howard at 2nd,63,320,Customer,nil
910485,859,8/28/2015 18:09,Beale at Market,56,8/28/2015 18:23,Steuart at Market,74,613,Subscriber,94112
910484,4042,8/28/2015 18:09,Steuart at Market,74,8/28/2015 19:16,Embarcadero at Sansome,60,356,Customer,19027
910483,963,8/28/2015 18:09,Steuart at Market,74,8/28/2015 18:25,San Francisco Caltrain (Townsend at 4th),70,624,Subscriber,94086
910481,500,8/28/2015 18:09,Mountain View Caltrain Station,28,8/28/2015 18:17,Evelyn Park and Ride,30,228,Subscriber,94040
910479,4119,8/28/2015 18:08,Cowper at University,37,8/28/2015 19:17,California Ave Caltrain Station,36,698,Customer,55
910475,321,8/28/2015 18:07,Mountain View Caltrain Station,28,8/28/2015 18:13,Castro Street and El Camino Real,32,251,Subscriber,94022
910471,940,8/28/2015 18:06,Arena Green / SAP Center,14,8/28/2015 18:22,San Jose Diridon Caltrain Station,2,304,Subscriber,94539
910469,373,8/28/2015 18:06,Santa Clara at Almaden,4,8/28/2015 18:12,San Jose Diridon Caltrain Station,2,117,Subscriber,94158
910468,239,8/28/2015 18:06,Townsend at 7th,65,8/28/2015 18:10,San Francisco Caltrain 2 (330 Townsend),69,417,Subscriber,94401
910467,504,8/28/2015 18:06,Spear at Folsom,49,8/28/2015 18:14,Spear at Folsom,49,372,Subscriber,94122
910463,670,8/28/2015 18:04,Embarcadero at Folsom,51,8/28/2015 18:15,San Francisco Caltrain 2 (330 Townsend),69,439,Subscriber,95054
910462,681,8/28/2015 18:04,Embarcadero at Folsom,51,8/28/2015 18:16,San Francisco Caltrain 2 (330 Townsend),69,321,Subscriber,94061
910458,712,8/28/2015 18:03,Mountain View Caltrain Station,28,8/28/2015 18:15,Rengstorff Avenue / California Street,33,123,Subscriber,94040
910457,557,8/28/2015 18:02,Howard at 2nd,63,8/28/2015 18:12,San Francisco Caltrain 2 (330 Townsend),69,33,Subscriber,94002
910456,872,8/28/2015 18:02,Broadway St at Battery St,82,8/28/2015 18:17,San Francisco Caltrain 2 (330 Townsend),69,187,Subscriber,95130
910454,304,8/28/2015 18:02,Temporary Transbay Terminal (Howard at Beale),55,8/28/2015 18:07,Davis at Jackson,42,260,Subscriber,94111
910452,670,8/28/2015 18:02,Market at Sansome,77,8/28/2015 18:13,San Francisco Caltrain 2 (330 Townsend),69,395,Subscriber,94303
910451,458,8/28/2015 18:00,5th at Howard,57,8/28/2015 18:08,San Francisco Caltrain 2 (330 Townsend),69,521,Subscriber,95070
910450,558,8/28/2015 17:59,Temporary Transbay Terminal (Howard at Beale),55,8/28/2015 18:09,Grant Avenue at Columbus Avenue,73,111,Subscriber,94566
910449,501,8/28/2015 17:59,Powell Street BART,39,8/28/2015 18:07,San Francisco Caltrain 2 (330 Townsend),69,403,Subscriber,94403
910448,504,8/28/2015 17:59,Embarcadero at Bryant,54,8/28/2015 18:07,San Francisco Caltrain 2 (330 Townsend),69,465,Subscriber,94087
910447,4973,8/28/2015 17:58,Embarcadero at Sansome,60,8/28/2015 19:21,Embarcadero at Sansome,60,86,Customer,11217
910446,10785,8/28/2015 17:58,Harry Bridges Plaza (Ferry Building),50,8/28/2015 20:58,Powell at Post (Union Square),71,512,Customer,97203
910445,249,8/28/2015 17:58,Broadway St at Battery St,82,8/28/2015 18:02,Steuart at Market,74,267,Subscriber,94702
910444,6343,8/28/2015 17:57,Embarcadero at Vallejo,48,8/28/2015 19:43,Harry Bridges Plaza (Ferry Building),50,291,Customer,nil
910443,605,8/28/2015 17:57,Embarcadero at Bryant,54,8/28/2015 18:07,San Francisco Caltrain 2 (330 Townsend),69,585,Subscriber,95050
910442,639,8/28/2015 17:57,Steuart at Market,74,8/28/2015 18:07,2nd at Townsend,61,479,Subscriber,94107
910441,705,8/28/2015 17:56,Steuart at Market,74,8/28/2015 18:08,San Francisco Caltrain 2 (330 Townsend),69,609,Subscriber,94010
910440,511,8/28/2015 17:56,5th at Howard,57,8/28/2015 18:05,San Francisco Caltrain 2 (330 Townsend),69,361,Subscriber,94401
910439,473,8/28/2015 17:56,San Francisco Caltrain (Townsend at 4th),70,8/28/2015 18:04,Embarcadero at Bryant,54,401,Subscriber,94105
910438,432,8/28/2015 17:55,Embarcadero at Sansome,60,8/28/2015 18:02,Steuart at Market,74,457,Subscriber,94612
910437,175,8/28/2015 17:55,2nd at Folsom,62,8/28/2015 17:58,Market at Sansome,77,309,Subscriber,94544
910436,839,8/28/2015 17:55,Broadway St at Battery St,82,8/28/2015 18:09,2nd at Townsend,61,450,Subscriber,95111
910435,280,8/28/2015 17:55,Market at Sansome,77,8/28/2015 17:59,Temporary Transbay Terminal (Howard at Beale),55,334,Subscriber,94618
910434,646,8/28/2015 17:55,Yerba Buena Center of the Arts (3rd @ Howard),68,8/28/2015 18:05,Market at 10th,67,591,Subscriber,94102
910433,494,8/28/2015 17:55,Harry Bridges Plaza (Ferry Building),50,8/28/2015 18:03,2nd at Townsend,61,579,Customer,92618
910431,5773,8/28/2015 17:54,Steuart at Market,74,8/28/2015 19:31,San Francisco City Hall,58,878,Customer,1425
910430,625,8/28/2015 17:50,Mechanics Plaza (Market at Battery),75,8/28/2015 18:00,Market at 10th,67,411,Subscriber,94102
910429,5775,8/28/2015 17:54,Steuart at Market,74,8/28/2015 19:30,San Francisco City Hall,58,363,Customer,1425
910428,683,8/28/2015 17:54,Market at 4th,76,8/28/2015 18:05,Embarcadero at Sansome,60,352,Subscriber,94111
910427,714,8/28/2015 17:54,Howard at 2nd,63,8/28/2015 18:06,San Francisco Caltrain 2 (330 Townsend),69,487,Subscriber,94061
910426,936,8/28/2015 17:53,San Francisco Caltrain 2 (330 Townsend),69,8/28/2015 18:09,Civic Center BART (7th at Market),72,336,Subscriber,94551
